Datum,Uhrzeit,Temp1,Temp2,Temp3,Gewicht1,Gewichtsabw1,Gewicht2,Gewichtsabw2,Gewicht3,Gewichtsabw3,Gewicht4,Gewichtsabw4,Gesamtgewicht,Gewichtabw
2015-07-02,00:06:00,35.187,25.25,0,25.371,0.005,22.664,0.004,21.907,0.003,24.844,0.004,94.786,0.016
2015-07-02,00:16:01,35.25,25.25,0,25.494,0.006,22.54,0.004,22.033,0.004,24.712,0.004,94.77900000000001,0.018
2015-07-02,00:26:00,35.187,25.062,0,25.483,0.003,22.575,0.004,22.032,0.004,24.725,0.005,94.815,0.016
2015-07-02,00:36:00,35.125,25.625,0,25.459,0.005,22.597,0.005,22.011,0.005,24.73,0.004,94.797,0.019
2015-07-02,00:46:00,35.125,24.75,0,25.428,0.006,22.621,0.005,21.985,0.003,24.757,0.003,94.791,0.017
2015-07-02,00:56:01,35.125,24.687,0,25.384,0.004,22.675,0.003,21.937,0.004,24.797,0.0,94.79299999999999,0.011
2015-07-02,01:06:00,35.062,24.687,0,25.342,0.005,22.719,0.005,21.913,0.005,24.81,0.005,94.784,0.02
2015-07-02,01:16:00,35.062,24.687,0,25.414,0.004,22.647,0.004,21.98,0.005,24.736,0.004,94.777,0.017
2015-07-02,01:26:00,35.125,24.312,0,25.507,0.004,22.585,0.003,22.052,0.004,24.648,0.004,94.792,0.015
2015-07-02,01:36:01,35.125,24.125,0,25.414,0.004,22.682,0.004,21.957,0.004,24.75,0.004,94.803,0.016
2015-07-02,01:46:00,35.187,24.125,0,25.504,0.0,22.58,0.004,22.074,0.0,24.625,0.005,94.783,0.009
2015-07-02,01:56:00,35.187,24.187,0,25.564,0.005,22.527,0.003,22.153,0.003,24.542,0.005,94.786,0.016
2015-07-02,02:06:00,35.125,24.375,0,25.519,0.005,22.575,0.004,22.103,0.0,24.612,0.003,94.809,0.012
2015-07-02,02:16:01,35.125,24.0,0,25.514,0.006,22.579,0.004,22.094,0.0,24.611,0.003,94.79800000000002,0.013
2015-07-02,02:26:00,35.0,23.0,0,25.487,0.004,22.606,0.0,22.081,0.004,24.622,0.005,94.796,0.013
2015-07-02,02:36:00,35.125,22.687,0,25.406,0.0,22.686,0.004,22.003,0.004,24.707,0.004,94.80199999999999,0.012
2015-07-02,02:46:00,35.062,22.687,0,25.306,0.004,22.806,0.005,21.887,0.003,24.832,0.005,94.83099999999999,0.017
2015-07-02,02:56:01,35.062,23.125,0,25.291,0.004,22.821,0.004,21.87,0.003,24.84,0.005,94.822,0.016
2015-07-02,03:06:00,35.125,22.687,0,25.249,0.003,22.85,0.0,21.815,0.005,24.895,0.003,94.809,0.011
2015-07-02,03:16:00,35.0,23.5,0,25.17,0.004,22.916,0.004,21.726,0.005,24.967,0.005,94.779,0.018
2015-07-02,03:26:00,35.125,23.562,0,25.125,0.004,22.938,0.004,21.67,0.004,25.011,0.004,94.744,0.016
2015-07-02,03:36:01,35.125,24.875,0,25.135,0.004,22.908,0.0,21.661,0.004,24.981,0.003,94.685,0.011
2015-07-02,03:46:00,35.125,25.312,0,25.104,0.003,22.918,0.0,21.652,0.004,25.01,0.003,94.68400000000001,0.01
2015-07-02,03:56:00,35.187,24.437,0,25.09,0.005,22.938,0.0,21.637,0.004,25.037,0.005,94.702,0.014
2015-07-02,04:06:00,35.187,25.687,0,25.115,0.004,22.905,0.005,21.673,0.0,25.034,0.004,94.727,0.013
2015-07-02,04:16:01,35.187,25.812,0,25.117,0.005,22.887,0.004,21.707,0.005,25.003,0.003,94.71400000000001,0.017
2015-07-02,04:26:00,35.187,25.5,0,25.133,0.0,22.873,0.005,21.693,0.004,25.018,0.004,94.717,0.013
2015-07-02,04:36:00,35.125,25.312,0,24.973,0.004,23.016,0.0,21.539,0.004,25.212,0.005,94.74,0.013
2015-07-02,04:46:00,35.125,25.562,0,24.969,0.004,23.042,0.004,21.54,0.005,25.261,0.005,94.812,0.018
2015-07-02,04:56:01,35.062,26.0,0,24.979,0.004,23.073,0.003,21.507,0.0,25.311,0.004,94.87,0.011
2015-07-02,05:06:00,35.125,26.0,0,24.927,0.004,23.131,0.004,21.469,0.003,25.384,0.004,94.911,0.015
2015-07-02,05:16:00,35.062,26.312,0,24.995,0.003,23.093,0.003,21.535,0.003,25.352,0.003,94.97500000000001,0.012
2015-07-02,05:26:00,34.937,26.375,0,24.969,0.004,23.167,0.005,21.486,0.003,25.422,0.005,95.044,0.017
2015-07-02,05:36:00,34.937,26.937,0,24.943,0.005,23.211,0.0,21.458,0.0,25.487,0.004,95.09899999999999,0.009
2015-07-02,05:46:00,35.0,26.687,0,25.019,0.005,23.208,0.004,21.452,0.006,25.464,0.005,95.143,0.02
2015-07-02,05:56:00,35.0,25.937,0,25.026,0.003,23.262,0.004,21.413,0.005,25.53,0.004,95.231,0.016
2015-07-02,06:06:00,34.875,26.875,0,24.903,0.005,23.4,0.005,21.321,0.0,25.735,0.004,95.359,0.014
2015-07-02,06:16:00,34.812,28.687,0,24.892,0.006,23.448,0.004,21.3,0.004,25.811,0.0,95.451,0.014
2015-07-02,06:26:00,34.812,27.812,0,24.927,0.0,23.458,0.004,21.315,0.005,25.825,0.005,95.525,0.014
2015-07-02,06:36:00,34.812,27.687,0,25.027,0.004,23.4,0.005,21.39,0.0,25.784,0.004,95.601,0.013
2015-07-02,06:46:00,34.875,28.25,0,25.112,0.003,23.342,0.005,21.486,0.003,25.755,0.004,95.695,0.015
2015-07-02,06:56:00,34.875,28.5,0,25.02,0.007,23.513,0.005,21.354,0.005,25.885,0.005,95.772,0.022
2015-07-02,07:06:00,35.0,27.875,0,25.039,0.005,23.514,0.0,21.37,0.0,25.9,0.01,95.82300000000001,0.015
2015-07-02,07:16:00,34.875,28.937,0,25.177,0.005,23.405,0.003,21.47,0.004,25.831,0.003,95.883,0.015
2015-07-02,07:26:00,34.812,29.062,0,25.14,0.006,23.477,0.004,21.436,0.006,25.865,0.007,95.91799999999999,0.023
2015-07-02,07:36:01,34.937,29.75,0,25.197,0.005,23.404,0.004,21.524,0.004,25.836,0.005,95.961,0.018
2015-07-02,07:46:00,34.937,30.0,0,25.131,0.004,23.46,0.005,21.468,0.0,25.886,0.004,95.945,0.013
2015-07-02,07:56:00,34.875,30.625,0,25.266,0.004,23.347,0.003,21.564,0.006,25.749,0.004,95.92599999999999,0.017
2015-07-02,08:06:00,34.937,31.0,0,25.354,0.004,23.274,0.005,21.655,0.003,25.628,0.004,95.911,0.016
2015-07-02,08:16:01,35.062,31.312,0,25.38,0.006,23.221,0.0,21.73,0.004,25.598,0.004,95.929,0.014
2015-07-02,08:26:00,34.937,31.562,0,25.343,0.005,23.239,0.003,21.711,0.003,25.635,0.0,95.92800000000001,0.011
2015-07-02,08:36:00,34.875,31.75,0,25.373,0.008,23.179,0.004,21.796,0.005,25.584,0.004,95.932,0.021
2015-07-02,08:46:00,34.937,32.625,0,25.424,0.004,23.207,0.009,21.74,0.006,25.563,0.009,95.934,0.028
2015-07-02,08:56:01,35.062,33.125,0,25.513,0.003,23.073,0.003,21.868,0.007,25.482,0.004,95.93599999999999,0.017
2015-07-02,09:06:00,35.062,33.062,0,25.517,0.004,23.074,0.006,21.885,0.004,25.48,0.005,95.956,0.019
2015-07-02,09:16:00,35.062,33.625,0,25.523,0.003,23.053,0.004,21.902,0.005,25.493,0.005,95.971,0.017
2015-07-02,09:26:00,35.125,34.312,0,25.572,0.004,23.024,0.007,21.915,0.004,25.449,0.007,95.96,0.022
2015-07-02,09:36:00,35.187,33.75,0,25.473,0.004,23.084,0.0,21.906,0.004,25.591,0.005,96.054,0.013
2015-07-02,09:46:00,35.25,33.75,0,25.598,0.012,23.033,0.006,21.961,0.005,25.513,0.005,96.105,0.028
2015-07-02,09:56:00,35.25,33.875,0,25.557,0.005,23.017,0.003,22.024,0.003,25.566,0.003,96.164,0.014
2015-07-02,10:06:00,35.125,33.875,0,25.48,0.007,23.117,0.006,21.952,0.007,25.724,0.008,96.27300000000001,0.028
2015-07-02,10:16:00,35.062,33.187,0,25.425,0.012,23.131,0.007,21.942,0.005,25.84,0.006,96.338,0.03
2015-07-02,10:26:01,35.125,33.687,0,25.39,0.004,23.248,0.004,21.833,0.006,25.936,0.004,96.40700000000001,0.018
2015-07-02,10:36:00,35.125,33.75,0,25.148,0.005,23.487,0.006,21.612,0.004,26.211,0.004,96.458,0.019
2015-07-02,10:46:00,35.125,34.25,0,24.874,0.007,23.787,0.006,21.289,0.004,26.544,0.006,96.494,0.023
2015-07-02,10:56:00,35.125,34.062,0,24.662,0.008,24.007,0.005,21.023,0.005,26.825,0.004,96.517,0.022
2015-07-02,11:06:00,35.062,34.0,0,24.515,0.004,24.212,0.016,20.857,0.018,27.027,0.012,96.611,0.05
2015-07-02,11:16:00,35.062,33.5,0,24.523,0.005,24.195,0.004,20.875,0.005,27.047,0.006,96.64,0.02
2015-07-02,11:26:00,35.062,33.5,0,24.55,0.008,24.181,0.008,20.886,0.005,27.058,0.008,96.67500000000001,0.029
2015-07-02,11:36:00,35.0,33.375,0,24.661,0.004,24.05,0.0,21.082,0.005,26.941,0.003,96.73400000000001,0.012
2015-07-02,11:46:00,35.062,33.312,0,24.822,0.007,23.906,0.004,21.236,0.004,26.833,0.004,96.797,0.019
2015-07-02,11:56:01,35.062,33.187,0,24.948,0.007,23.816,0.006,21.356,0.005,26.737,0.0,96.857,0.018
2015-07-02,12:06:00,35.062,33.187,0,25.119,0.005,23.647,0.004,21.527,0.005,26.618,0.004,96.911,0.018
2015-07-02,12:16:00,35.062,32.687,0,25.115,0.004,23.625,0.005,21.57,0.005,26.628,0.004,96.938,0.018
2015-07-02,12:26:00,35.0,32.687,0,25.153,0.007,23.675,0.01,21.526,0.032,26.621,0.009,96.975,0.058
2015-07-02,12:36:01,35.0,32.625,0,25.106,0.004,23.674,0.006,21.558,0.004,26.706,0.004,97.044,0.018
2015-07-02,12:46:00,35.062,32.687,0,25.116,0.004,23.675,0.005,21.577,0.004,26.724,0.005,97.092,0.018
2015-07-02,12:56:00,35.0,32.625,0,25.098,0.005,23.711,0.007,21.516,0.003,26.758,0.008,97.08299999999998,0.023
2015-07-02,13:06:00,35.0,32.687,0,25.174,0.004,23.648,0.004,21.626,0.004,26.73,0.004,97.17800000000001,0.016
2015-07-02,13:16:01,35.062,32.562,0,25.166,0.005,23.688,0.003,21.612,0.004,26.756,0.003,97.222,0.015
2015-07-02,13:26:00,35.125,32.562,0,25.175,0.006,23.684,0.005,21.595,0.004,26.75,0.004,97.20400000000001,0.019
2015-07-02,13:36:00,35.125,33.062,0,25.186,0.005,23.707,0.004,21.606,0.007,26.741,0.006,97.24,0.022
2015-07-02,13:46:00,35.062,32.687,0,25.131,0.004,23.744,0.005,21.593,0.004,26.772,0.005,97.24000000000001,0.018
2015-07-02,13:56:00,35.187,33.0,0,25.151,0.003,23.721,0.004,21.643,0.003,26.727,0.0,97.242,0.01
2015-07-02,14:06:00,35.125,33.0,0,25.167,0.005,23.766,0.007,21.615,0.003,26.71,0.004,97.25800000000001,0.019
2015-07-02,14:16:00,35.125,32.937,0,25.184,0.006,23.693,0.005,21.677,0.006,26.734,0.004,97.28800000000001,0.021
2015-07-02,14:26:00,35.062,32.875,0,25.23,0.0,23.753,0.005,21.673,0.0,26.676,0.004,97.33200000000001,0.009
2015-07-02,14:36:00,35.125,32.75,0,25.208,0.004,23.805,0.003,21.663,0.0,26.713,0.005,97.38900000000001,0.012
2015-07-02,14:46:01,35.125,32.437,0,25.277,0.009,23.866,0.028,21.65,0.013,26.735,0.009,97.528,0.059
2015-07-02,14:56:00,35.062,32.5,0,25.257,0.004,23.831,0.005,21.701,0.003,26.733,0.005,97.522,0.017
2015-07-02,15:06:00,35.062,31.875,0,25.339,0.005,23.775,0.004,21.793,0.004,26.688,0.0,97.595,0.013
2015-07-02,15:16:00,35.062,31.687,0,25.33,0.004,23.885,0.0,21.722,0.0,26.76,0.004,97.69700000000002,0.008
2015-07-02,15:26:01,35.062,32.062,0,25.347,0.003,23.915,0.003,21.73,0.004,26.773,0.004,97.765,0.014
2015-07-02,15:36:00,35.0,32.062,0,25.339,0.005,23.982,0.0,21.712,0.0,26.842,0.004,97.875,0.009
2015-07-02,15:46:00,35.062,32.0,0,25.43,0.01,23.94,0.004,21.784,0.008,26.785,0.003,97.939,0.025
2015-07-02,15:56:00,35.062,31.937,0,25.434,0.004,23.964,0.003,21.781,0.0,26.822,0.004,98.001,0.011
2015-07-02,16:06:00,35.062,32.062,0,25.454,0.003,23.944,0.003,21.82,0.0,26.814,0.005,98.03199999999998,0.011
2015-07-02,16:16:00,35.0,32.312,0,25.44,0.005,23.972,0.004,21.814,0.005,26.822,0.004,98.048,0.018
2015-07-02,16:26:00,34.937,31.937,0,25.456,0.003,24.049,0.009,21.796,0.006,26.854,0.008,98.15499999999999,0.026
2015-07-02,16:36:00,35.0,31.687,0,25.494,0.004,23.985,0.004,21.857,0.004,26.833,0.006,98.169,0.018
2015-07-02,16:46:00,34.937,32.062,0,25.523,0.003,23.985,0.004,21.88,0.004,26.847,0.004,98.23499999999999,0.015
2015-07-02,16:56:00,34.937,31.875,0,25.639,0.004,23.913,0.005,21.98,0.005,26.77,0.005,98.30199999999999,0.019
2015-07-02,17:06:00,34.937,31.812,0,25.722,0.004,23.854,0.003,22.078,0.005,26.714,0.005,98.368,0.017
2015-07-02,17:16:00,35.0,31.5,0,25.717,0.004,23.871,0.005,22.097,0.004,26.738,0.003,98.423,0.016
2015-07-02,17:26:00,35.0,31.625,0,25.675,0.005,23.961,0.004,22.045,0.0,26.821,0.005,98.502,0.014
2015-07-02,17:36:01,35.0,31.187,0,25.757,0.003,23.923,0.003,22.124,0.003,26.782,0.005,98.586,0.014
2015-07-02,17:46:00,34.875,31.25,0,25.82,0.004,23.9,0.005,22.2,0.005,26.74,0.004,98.66,0.018
2015-07-02,17:56:00,34.937,31.75,0,25.89,0.005,23.89,0.005,22.251,0.007,26.715,0.004,98.74600000000001,0.021
2015-07-02,18:06:00,34.875,31.312,0,25.927,0.004,23.895,0.003,22.286,0.004,26.725,0.004,98.833,0.015
2015-07-02,18:16:00,34.812,31.187,0,25.934,0.004,23.92,0.005,22.3,0.003,26.771,0.005,98.925,0.017
2015-07-02,18:26:00,34.812,31.187,0,26.037,0.005,23.869,0.005,22.407,0.0,26.705,0.004,99.018,0.014
2015-07-02,18:36:00,34.812,30.75,0,26.039,0.004,23.93,0.004,22.39,0.004,26.768,0.006,99.12700000000001,0.018
2015-07-02,18:46:00,34.812,30.625,0,22.912,0.086,21.919,0.217,19.661,0.171,26.395,0.679,90.887,1.153
2015-07-02,18:56:00,35.0,31.312,0,23.704,0.003,21.411,0.005,21.341,0.0,25.712,0.003,92.168,0.011
2015-07-02,19:06:00,34.937,30.937,0,23.683,0.004,21.517,0.005,21.302,0.003,25.736,0.004,92.23800000000001,0.016
2015-07-02,19:16:00,34.812,30.25,0,23.666,0.004,21.582,0.003,21.267,0.005,25.788,0.004,92.303,0.016
2015-07-02,19:26:00,34.812,29.5,0,23.666,0.0,21.63,0.0,21.28,0.004,25.791,0.0,92.36699999999999,0.004
2015-07-02,19:36:00,34.875,29.375,0,26.122,0.004,23.445,0.0,22.603,0.005,27.742,0.0,99.912,0.009
2015-07-02,19:46:00,34.875,28.937,0,26.189,0.003,23.456,0.003,22.599,0.004,27.576,0.0,99.82,0.01
2015-07-02,19:56:00,34.875,28.875,0,26.287,0.005,23.386,0.003,22.673,0.006,27.457,0.004,99.803,0.018
2015-07-02,20:06:00,34.812,28.375,0,26.362,0.006,23.323,0.005,22.735,0.005,27.353,0.008,99.773,0.024
2015-07-02,20:16:00,34.812,28.375,0,26.428,0.005,23.292,0.004,22.778,0.0,27.261,0.004,99.75899999999999,0.013
2015-07-02,20:26:01,34.812,28.25,0,26.456,0.005,23.279,0.004,22.784,0.005,27.216,0.003,99.73500000000001,0.017
2015-07-02,20:36:00,34.875,28.312,0,26.495,0.005,23.258,0.004,22.817,0.0,27.156,0.003,99.726,0.012
2015-07-02,20:46:00,34.875,27.625,0,26.547,0.004,23.204,0.004,22.866,0.004,27.097,0.003,99.714,0.015
2015-07-02,20:56:00,34.812,27.812,0,26.549,0.003,23.221,0.0,22.851,0.005,27.097,0.003,99.71799999999999,0.011
2015-07-02,21:06:00,34.812,28.0,0,26.572,0.004,23.22,0.003,22.857,0.0,27.052,0.004,99.701,0.011
2015-07-02,21:16:00,34.875,27.875,0,26.529,0.003,23.264,0.005,22.813,0.005,27.08,0.004,99.68599999999999,0.017
2015-07-02,21:26:00,34.875,27.5,0,26.577,0.004,23.229,0.004,22.845,0.004,27.04,0.0,99.691,0.012
2015-07-02,21:36:00,34.875,27.375,0,26.515,0.005,23.308,0.003,22.759,0.0,27.105,0.004,99.687,0.012
2015-07-02,21:46:00,34.812,27.187,0,26.507,0.005,23.328,0.004,22.747,0.006,27.103,0.005,99.685,0.02
2015-07-02,21:56:01,34.875,27.25,0,26.502,0.003,23.334,0.005,22.765,0.005,27.074,0.005,99.675,0.018
2015-07-02,22:06:00,34.937,27.562,0,26.555,0.005,23.28,0.003,22.816,0.003,27.016,0.005,99.667,0.016
2015-07-02,22:16:00,34.875,26.625,0,26.471,0.003,23.393,0.005,22.701,0.003,27.105,0.004,99.67,0.015
2015-07-02,22:26:00,35.0,27.0,0,26.416,0.004,23.432,0.005,22.669,0.004,27.146,0.003,99.663,0.016
2015-07-02,22:36:01,35.0,26.625,0,26.434,0.005,23.426,0.0,22.68,0.003,27.136,0.003,99.67599999999999,0.011
2015-07-02,22:46:00,34.75,26.625,0,26.422,0.003,23.463,0.004,22.632,0.004,27.151,0.005,99.668,0.016
2015-07-02,22:56:00,35.0,26.437,0,26.462,0.0,23.452,0.004,22.656,0.005,27.111,0.004,99.681,0.013
