Datum,Uhrzeit,Temp1,Temp2,Temp3,Gewicht1,Gewichtsabw1,Gewicht2,Gewichtsabw2,Gewicht3,Gewichtsabw3,Gewicht4,Gewichtsabw4,Gesamtgewicht,Gewichtabw
2015-07-05,04:56:00,34.875,28.187,0,27.367,0.005,25.953,0.003,23.196,0.004,29.507,0.005,106.02300000000001,0.017
2015-07-05,05:06:00,34.875,28.375,0,27.308,0.005,26.054,0.006,23.136,0.005,29.573,0.004,106.071,0.02
2015-07-05,05:16:01,34.812,28.062,0,27.322,0.0,26.06,0.005,23.125,0.005,29.648,0.005,106.155,0.015
2015-07-05,05:26:00,34.875,28.625,0,27.372,0.005,26.04,0.004,23.139,0.003,29.686,0.005,106.237,0.017
2015-07-05,05:36:00,34.812,28.125,0,27.366,0.005,26.058,0.006,23.146,0.005,29.71,0.005,106.28,0.021
2015-07-05,05:46:00,34.687,28.125,0,27.37,0.003,26.091,0.005,23.154,0.005,29.705,0.005,106.32,0.018
2015-07-05,05:56:01,34.687,28.375,0,27.405,0.005,26.051,0.0,23.188,0.003,29.727,0.005,106.37100000000001,0.013
2015-07-05,06:06:00,34.75,29.125,0,27.399,0.003,26.042,0.0,23.178,0.003,29.753,0.004,106.372,0.01
2015-07-05,06:16:00,34.75,29.375,0,27.458,0.003,26.006,0.004,23.267,0.0,29.719,0.004,106.44999999999999,0.011
2015-07-05,06:26:00,34.75,29.625,0,27.558,0.003,25.924,0.003,23.353,0.004,29.632,0.003,106.46700000000001,0.013
2015-07-05,06:36:01,34.75,29.75,0,27.519,0.003,25.965,0.003,23.307,0.005,29.678,0.005,106.469,0.016
2015-07-05,06:46:00,34.75,30.5,0,27.552,0.005,25.94,0.005,23.336,0.0,29.656,0.004,106.48400000000001,0.014
2015-07-05,06:56:00,34.75,30.812,0,27.396,0.005,26.076,0.005,23.171,0.006,29.792,0.004,106.435,0.02
2015-07-05,07:06:00,34.812,31.062,0,27.457,0.006,26.027,0.005,23.21,0.005,29.745,0.005,106.43900000000001,0.021
2015-07-05,07:16:01,34.875,31.187,0,27.571,0.005,25.882,0.005,23.328,0.004,29.602,0.004,106.38300000000001,0.018
2015-07-05,07:26:00,34.875,31.5,0,27.628,0.004,25.823,0.006,23.387,0.004,29.514,0.004,106.35199999999999,0.018
2015-07-05,07:36:00,34.937,32.062,0,27.641,0.005,25.82,0.004,23.372,0.004,29.507,0.005,106.34,0.018
2015-07-05,07:46:00,34.937,32.75,0,27.538,0.003,25.889,0.005,23.267,0.004,29.566,0.003,106.26,0.015
2015-07-05,07:56:01,34.937,33.312,0,27.526,0.006,25.87,0.005,23.313,0.006,29.594,0.004,106.303,0.021
2015-07-05,08:06:00,35.062,33.562,0,27.588,0.004,25.814,0.004,23.352,0.004,29.5,0.004,106.254,0.016
2015-07-05,08:16:00,35.0,34.5,0,27.544,0.006,25.834,0.004,23.317,0.003,29.52,0.006,106.21499999999999,0.019
2015-07-05,08:26:00,35.125,34.687,0,27.608,0.004,25.74,0.005,23.411,0.004,29.444,0.005,106.203,0.018
2015-07-05,08:36:00,35.062,34.625,0,27.581,0.007,25.719,0.003,23.449,0.005,29.474,0.004,106.223,0.019
2015-07-05,08:46:00,35.125,35.062,0,27.604,0.004,25.693,0.004,23.447,0.005,29.462,0.005,106.206,0.018
2015-07-05,08:56:00,35.125,35.375,0,27.596,0.0,25.663,0.004,23.488,0.005,29.452,0.006,106.199,0.015
2015-07-05,09:06:00,35.062,35.562,0,27.561,0.017,25.792,0.009,23.411,0.008,29.478,0.005,106.24200000000002,0.039
2015-07-05,09:16:00,35.062,35.687,0,27.515,0.025,25.752,0.006,23.291,0.035,29.662,0.046,106.22,0.112
2015-07-05,09:26:01,35.187,36.062,0,28.333,0.16,25.022,0.034,24.094,0.035,28.596,0.027,106.045,0.256
2015-07-05,09:36:00,35.125,36.312,0,28.36,0.004,24.954,0.028,24.139,0.014,28.716,0.005,106.16900000000001,0.051
2015-07-05,09:46:00,35.25,36.5,0,9.44,0.265,9.752,0.414,8.226,0.151,10.738,0.017,38.156,0.847
2015-07-05,09:56:00,40.5,36.5,0,8.25,0.161,10.674,0.154,10.187,0.171,8.955,0.093,38.065999999999995,0.579
2015-07-05,10:06:00,36.375,36.687,0,27.966,0.003,30.647,0.007,24.342,0.011,29.001,0.004,111.956,0.025
2015-07-05,10:16:00,36.312,36.562,0,28.049,0.006,30.696,0.014,24.382,0.012,28.922,0.018,112.049,0.05
2015-07-05,10:26:00,36.375,36.937,0,27.965,0.007,30.662,0.008,24.44,0.005,29.111,0.005,112.178,0.025
2015-07-05,10:36:00,35.937,37.062,0,27.799,0.011,30.859,0.008,24.269,0.006,29.308,0.005,112.23499999999999,0.03
2015-07-05,10:46:00,36.25,36.75,0,27.659,0.01,30.957,0.006,24.166,0.005,29.412,0.004,112.19399999999999,0.025
2015-07-05,10:56:00,35.937,37.187,0,27.49,0.02,31.13,0.009,23.988,0.015,29.655,0.004,112.263,0.048
2015-07-05,11:06:00,35.75,36.75,0,27.308,0.005,31.217,0.006,23.946,0.005,29.813,0.005,112.284,0.021
2015-07-05,11:16:00,35.5,36.625,0,27.296,0.022,31.352,0.009,23.838,0.012,29.811,0.017,112.297,0.06
2015-07-05,11:26:00,35.375,36.5,0,27.322,0.019,31.249,0.009,23.97,0.004,29.815,0.005,112.356,0.037
2015-07-05,11:36:00,35.375,36.375,0,27.334,0.011,31.311,0.014,23.849,0.013,29.752,0.014,112.246,0.052
2015-07-05,11:46:01,35.25,36.125,0,27.351,0.009,31.31,0.008,23.924,0.005,29.754,0.006,112.33900000000001,0.028
2015-07-05,11:56:00,35.375,35.812,0,27.478,0.003,31.103,0.005,24.148,0.006,29.693,0.005,112.422,0.019
2015-07-05,12:06:00,35.25,35.5,0,27.588,0.004,31.026,0.005,24.238,0.004,29.574,0.005,112.426,0.018
2015-07-05,12:16:00,35.25,35.437,0,27.647,0.004,31.001,0.007,24.267,0.006,29.514,0.009,112.42899999999999,0.026
2015-07-05,12:26:00,35.187,35.062,0,27.652,0.016,31.116,0.02,24.248,0.006,29.487,0.006,112.503,0.048
2015-07-05,12:36:00,35.187,35.062,0,27.685,0.003,30.959,0.004,24.325,0.003,29.418,0.003,112.387,0.013
2015-07-05,12:46:00,35.187,35.062,0,27.79,0.009,31.009,0.019,24.273,0.02,29.319,0.017,112.391,0.065
2015-07-05,12:56:00,35.125,34.875,0,27.74,0.006,30.897,0.006,24.389,0.004,29.354,0.006,112.38,0.022
2015-07-05,13:06:00,35.062,34.937,0,27.765,0.015,31.066,0.032,24.281,0.02,29.21,0.022,112.322,0.089
2015-07-05,13:16:00,35.0,35.0,0,27.763,0.005,30.876,0.006,24.407,0.005,29.334,0.009,112.38000000000001,0.025
2015-07-05,13:26:00,35.187,35.062,0,27.831,0.004,30.768,0.007,24.476,0.005,29.255,0.004,112.33,0.02
2015-07-05,13:36:00,35.25,35.25,0,27.925,0.004,30.682,0.015,24.586,0.007,29.167,0.004,112.36,0.03
2015-07-05,13:46:00,35.187,35.187,0,27.832,0.011,30.669,0.032,24.547,0.007,29.229,0.005,112.277,0.055
2015-07-05,13:56:00,35.25,35.25,0,27.887,0.004,30.638,0.003,24.566,0.004,29.213,0.003,112.304,0.014
2015-07-05,14:06:00,35.125,35.187,0,27.897,0.007,30.676,0.006,24.49,0.008,29.154,0.006,112.21699999999998,0.027
2015-07-05,14:16:00,35.125,35.25,0,27.89,0.01,30.684,0.056,24.459,0.045,29.241,0.004,112.274,0.115
2015-07-05,14:26:00,35.187,35.187,0,28.013,0.018,30.617,0.011,24.563,0.014,28.872,0.022,112.065,0.065
2015-07-05,14:36:00,35.312,35.437,0,27.986,0.003,30.513,0.008,24.581,0.011,28.925,0.005,112.005,0.027
2015-07-05,14:46:01,35.375,35.437,0,27.999,0.004,30.487,0.009,24.597,0.009,28.862,0.007,111.945,0.029
2015-07-05,14:56:00,35.437,35.375,0,28.008,0.004,30.44,0.005,24.645,0.003,28.874,0.005,111.967,0.017
2015-07-05,15:06:00,35.312,35.25,0,27.975,0.009,30.53,0.007,24.575,0.004,28.888,0.005,111.968,0.025
2015-07-05,15:16:00,35.312,35.125,0,28.029,0.013,30.527,0.024,24.598,0.003,28.834,0.0,111.988,0.04
2015-07-05,15:26:01,35.25,35.0,0,27.988,0.005,30.501,0.005,24.584,0.008,28.855,0.006,111.92800000000001,0.024
2015-07-05,15:36:00,35.375,35.125,0,27.998,0.01,30.618,0.024,24.5,0.019,28.861,0.011,111.977,0.064
2015-07-05,15:46:00,35.25,34.875,0,28.09,0.005,30.529,0.035,24.614,0.01,28.787,0.011,112.02000000000001,0.061
2015-07-05,15:56:00,35.25,34.75,0,28.115,0.011,30.497,0.02,24.642,0.016,28.744,0.02,111.99799999999999,0.067
2015-07-05,16:06:00,35.25,34.687,0,28.182,0.005,30.421,0.006,24.769,0.005,28.735,0.003,112.10699999999999,0.019
2015-07-05,16:16:00,35.187,34.562,0,28.202,0.006,30.397,0.004,24.807,0.005,28.707,0.004,112.113,0.019
2015-07-05,16:26:00,34.937,34.5,0,28.186,0.012,30.434,0.008,24.736,0.017,28.769,0.005,112.125,0.042
2015-07-05,16:36:00,35.062,34.375,0,28.275,0.005,30.4,0.013,24.802,0.028,28.636,0.027,112.113,0.073
2015-07-05,16:46:00,35.0,34.187,0,28.284,0.008,30.336,0.009,24.89,0.011,28.674,0.018,112.184,0.046
2015-07-05,16:56:00,34.937,34.125,0,28.326,0.008,30.333,0.012,24.859,0.011,28.634,0.008,112.152,0.039
2015-07-05,17:06:00,34.812,34.0,0,28.344,0.007,30.345,0.025,24.889,0.015,28.622,0.004,112.2,0.051
2015-07-05,17:16:00,34.812,33.875,0,28.405,0.004,30.23,0.005,24.989,0.0,28.624,0.005,112.248,0.014
2015-07-05,17:26:00,34.812,33.625,0,28.442,0.01,30.28,0.012,24.981,0.004,28.568,0.004,112.271,0.03
2015-07-05,17:36:01,34.75,33.625,0,28.405,0.007,30.28,0.007,24.958,0.007,28.604,0.012,112.247,0.033
2015-07-05,17:46:00,34.812,33.375,0,28.412,0.005,30.312,0.01,24.942,0.004,28.635,0.005,112.301,0.024
2015-07-05,17:56:00,34.75,33.25,0,28.491,0.005,30.347,0.011,24.964,0.007,28.561,0.008,112.363,0.031
2015-07-05,18:06:00,34.75,33.312,0,28.475,0.015,30.283,0.008,25.002,0.006,28.591,0.007,112.351,0.036
2015-07-05,18:16:00,34.812,33.062,0,28.492,0.004,30.277,0.003,25.02,0.006,28.589,0.003,112.378,0.016
2015-07-05,18:26:00,34.687,32.937,0,28.577,0.005,30.258,0.004,25.091,0.005,28.543,0.004,112.469,0.018
2015-07-05,18:36:00,34.687,32.625,0,28.573,0.003,30.257,0.003,25.116,0.004,28.595,0.005,112.541,0.015
2015-07-05,18:46:00,34.625,32.437,0,28.597,0.005,30.253,0.005,25.147,0.004,28.588,0.004,112.58500000000001,0.018
2015-07-05,18:56:00,34.75,32.25,0,28.621,0.003,30.287,0.003,25.169,0.005,28.585,0.005,112.662,0.016
2015-07-05,19:06:00,34.625,32.0,0,28.659,0.004,30.294,0.004,25.181,0.004,28.589,0.005,112.723,0.017
2015-07-05,19:16:00,34.687,31.437,0,28.721,0.003,30.319,0.004,25.226,0.004,28.571,0.007,112.83699999999999,0.018
2015-07-05,19:26:00,34.687,31.437,0,28.815,0.004,30.257,0.003,25.34,0.003,28.537,0.006,112.94900000000001,0.016
2015-07-05,19:36:00,34.625,31.125,0,28.853,0.005,30.252,0.005,25.379,0.003,28.551,0.0,113.03500000000001,0.013
2015-07-05,19:46:01,34.562,30.812,0,28.944,0.005,30.186,0.005,25.46,0.006,28.46,0.004,113.05000000000001,0.02
2015-07-05,19:56:00,34.625,30.812,0,28.955,0.004,30.186,0.006,25.477,0.003,28.438,0.005,113.056,0.018
2015-07-05,20:06:00,34.5,30.312,0,29.082,0.004,30.079,0.005,25.6,0.005,28.29,0.004,113.05099999999999,0.018
2015-07-05,20:16:00,34.812,30.25,0,29.164,0.005,30.018,0.005,25.663,0.003,28.209,0.003,113.054,0.016
2015-07-05,20:26:00,34.75,30.375,0,29.217,0.004,29.979,0.005,25.709,0.006,28.153,0.004,113.05799999999999,0.019
2015-07-05,20:36:00,34.312,30.062,0,29.245,0.004,29.962,0.005,25.74,0.004,28.114,0.004,113.061,0.017
2015-07-05,20:46:00,34.5,29.75,0,29.292,0.005,29.912,0.005,25.789,0.004,28.074,0.003,113.067,0.017
2015-07-05,20:56:00,34.187,29.25,0,29.354,0.004,29.843,0.006,25.874,0.005,28.0,0.005,113.071,0.02
2015-07-05,21:06:00,34.625,29.375,0,29.357,0.004,29.87,0.004,25.842,0.004,28.005,0.004,113.074,0.016
2015-07-05,21:16:00,34.5,29.062,0,29.382,0.004,29.845,0.004,25.876,0.004,27.971,0.005,113.07400000000001,0.017
2015-07-05,21:26:00,34.375,28.875,0,29.367,0.004,29.865,0.004,25.866,0.004,27.98,0.005,113.078,0.017
2015-07-05,21:36:00,34.5,28.5,0,29.354,0.004,29.884,0.004,25.834,0.005,28.002,0.004,113.074,0.017
2015-07-05,21:46:00,34.687,28.187,0,29.391,0.006,29.861,0.006,25.857,0.004,27.973,0.004,113.082,0.02
2015-07-05,21:56:00,34.687,28.0,0,29.368,0.004,29.888,0.005,25.852,0.006,27.985,0.0,113.093,0.015
2015-07-05,22:06:00,34.25,27.937,0,29.353,0.004,29.918,0.005,25.84,0.004,28.001,0.005,113.11200000000001,0.018
2015-07-05,22:16:00,34.687,28.187,0,29.381,0.005,29.899,0.004,25.866,0.004,27.973,0.004,113.119,0.017
2015-07-05,22:26:00,34.562,27.812,0,29.402,0.004,29.887,0.0,25.895,0.004,27.937,0.004,113.121,0.012
2015-07-05,22:36:00,34.687,27.562,0,29.448,0.005,29.865,0.006,25.963,0.005,27.878,0.0,113.15400000000001,0.016
2015-07-05,22:46:00,34.437,27.625,0,29.457,0.005,29.866,0.004,25.925,0.004,27.878,0.004,113.126,0.017
2015-07-05,22:56:00,34.437,27.562,0,29.435,0.005,29.887,0.004,25.893,0.005,27.895,0.004,113.11,0.018
2015-07-05,23:06:00,34.437,27.5,0,29.455,0.006,29.876,0.004,25.904,0.005,27.886,0.004,113.121,0.019
2015-07-05,23:16:01,34.625,27.375,0,29.557,0.005,29.772,0.004,26.012,0.005,27.761,0.0,113.10199999999999,0.014
2015-07-05,23:26:00,34.687,27.437,0,29.59,0.004,29.748,0.004,26.042,0.004,27.707,0.005,113.08699999999999,0.017
2015-07-05,23:36:00,34.75,27.312,0,29.612,0.004,29.738,0.004,26.046,0.003,27.692,0.003,113.088,0.014
2015-07-05,23:46:00,34.687,27.437,0,29.55,0.003,29.777,0.004,26.023,0.004,27.717,0.005,113.067,0.016
2015-07-05,23:56:01,34.625,27.437,0,29.548,0.011,29.802,0.019,26.035,0.008,27.723,0.01,113.10799999999999,0.048
