Datum,Uhrzeit,Temp1,Temp2,Temp3,Gewicht1,Gewichtsabw1,Gewicht2,Gewichtsabw2,Gewicht3,Gewichtsabw3,Gewicht4,Gewichtsabw4,Gesamtgewicht,Gewichtabw
2015-07-04,03:26:01,34.937,25.25,0,26.953,0.004,25.172,0.003,22.828,0.005,28.6,0.0,103.553,0.012
2015-07-04,03:36:00,35.0,25.562,0,26.991,0.005,25.112,0.004,22.869,0.004,28.541,0.0,103.51299999999999,0.013
2015-07-04,03:46:00,35.125,26.5,0,27.016,0.004,25.025,0.004,22.954,0.0,28.495,0.004,103.49000000000001,0.012
2015-07-04,03:56:00,35.0,27.062,0,27.069,0.005,24.986,0.004,22.956,0.004,28.455,0.004,103.466,0.017
2015-07-04,04:06:01,35.062,26.937,0,27.1,0.004,24.947,0.003,22.97,0.005,28.388,0.004,103.405,0.016
2015-07-04,04:16:00,35.187,27.062,0,27.05,0.004,24.988,0.0,22.945,0.0,28.444,0.004,103.427,0.008
2015-07-04,04:26:00,35.062,27.187,0,26.969,0.003,25.056,0.0,22.903,0.004,28.522,0.004,103.44999999999999,0.011
2015-07-04,04:36:00,35.062,26.875,0,26.974,0.005,25.056,0.004,22.882,0.005,28.564,0.004,103.476,0.018
2015-07-04,04:46:01,35.0,27.25,0,27.038,0.003,25.003,0.005,22.929,0.005,28.503,0.005,103.473,0.018
2015-07-04,04:56:00,35.0,26.937,0,27.024,0.005,25.012,0.005,22.925,0.0,28.551,0.004,103.512,0.014
2015-07-04,05:06:00,34.937,27.0,0,27.08,0.004,24.983,0.005,22.957,0.004,28.547,0.005,103.56700000000001,0.018
2015-07-04,05:16:00,34.875,27.437,0,27.102,0.005,24.96,0.006,22.975,0.003,28.559,0.004,103.596,0.018
2015-07-04,05:26:01,34.875,28.0,0,27.151,0.005,24.918,0.005,23.017,0.005,28.564,0.004,103.65,0.019
2015-07-04,05:36:00,34.75,28.875,0,27.242,0.006,24.847,0.005,23.093,0.004,28.5,0.004,103.682,0.019
2015-07-04,05:46:00,34.812,28.5,0,27.254,0.0,24.832,0.005,23.111,0.0,28.51,0.006,103.70700000000001,0.011
2015-07-04,05:56:00,34.875,27.5,0,27.286,0.004,24.841,0.0,23.108,0.004,28.522,0.0,103.757,0.008
2015-07-04,06:06:01,34.812,27.687,0,27.275,0.004,24.875,0.005,23.086,0.005,28.58,0.0,103.81599999999999,0.014
2015-07-04,06:16:00,34.875,27.687,0,27.143,0.004,25.005,0.004,22.993,0.0,28.726,0.004,103.86699999999999,0.012
2015-07-04,06:26:00,34.812,28.375,0,27.114,0.006,25.043,0.004,22.975,0.003,28.791,0.005,103.923,0.018
2015-07-04,06:36:00,34.812,28.187,0,27.139,0.006,25.072,0.004,22.946,0.003,28.802,0.006,103.959,0.019
2015-07-04,06:46:01,34.812,28.187,0,27.136,0.003,25.079,0.005,22.964,0.004,28.847,0.006,104.02600000000001,0.018
2015-07-04,06:56:00,34.75,29.75,0,27.071,0.006,25.143,0.003,22.864,0.009,28.916,0.006,103.994,0.024
2015-07-04,07:06:00,34.812,29.875,0,27.097,0.004,25.148,0.005,22.871,0.005,28.911,0.003,104.027,0.017
2015-07-04,07:16:00,34.75,30.125,0,27.23,0.005,24.988,0.003,22.992,0.004,28.777,0.004,103.98700000000001,0.016
2015-07-04,07:26:01,34.812,30.437,0,27.203,0.004,24.991,0.005,23.002,0.003,28.753,0.004,103.949,0.016
2015-07-04,07:36:00,34.812,31.312,0,27.175,0.003,24.996,0.003,22.983,0.003,28.763,0.004,103.917,0.013
2015-07-04,07:46:00,34.875,31.687,0,27.222,0.004,24.947,0.004,23.005,0.004,28.673,0.007,103.847,0.019
2015-07-04,07:56:00,34.937,31.875,0,27.222,0.004,24.962,0.006,22.988,0.006,28.633,0.005,103.80499999999999,0.021
2015-07-04,08:06:01,34.875,32.562,0,27.19,0.005,24.939,0.0,23.004,0.003,28.636,0.004,103.769,0.012
2015-07-04,08:16:00,34.875,32.875,0,27.137,0.004,24.956,0.004,22.995,0.004,28.66,0.004,103.748,0.016
2015-07-04,08:26:00,34.875,33.25,0,27.192,0.004,24.909,0.004,23.038,0.005,28.626,0.004,103.765,0.017
2015-07-04,08:36:00,35.0,33.562,0,27.149,0.004,24.95,0.004,23.012,0.007,28.622,0.004,103.733,0.019
2015-07-04,08:46:00,34.937,33.937,0,27.243,0.003,24.804,0.006,23.149,0.003,28.528,0.006,103.72399999999999,0.018
2015-07-04,08:56:00,34.937,33.937,0,27.263,0.005,24.755,0.004,23.217,0.003,28.507,0.005,103.742,0.017
2015-07-04,09:06:00,35.062,34.25,0,27.384,0.004,24.65,0.005,23.325,0.003,28.403,0.004,103.762,0.016
2015-07-04,09:16:00,35.062,34.562,0,27.406,0.005,24.628,0.004,23.367,0.004,28.356,0.0,103.757,0.013
2015-07-04,09:26:00,35.125,34.937,0,27.374,0.006,24.621,0.007,23.339,0.006,28.404,0.005,103.738,0.024
2015-07-04,09:36:01,35.062,35.375,0,27.407,0.004,24.56,0.007,23.408,0.005,28.384,0.003,103.759,0.019
2015-07-04,09:46:00,35.062,35.437,0,27.312,0.006,24.597,0.006,23.358,0.006,28.486,0.004,103.75300000000001,0.022
2015-07-04,09:56:00,35.125,35.562,0,27.311,0.004,24.554,0.005,23.403,0.003,28.481,0.004,103.749,0.016
2015-07-04,10:06:00,35.125,35.75,0,27.278,0.005,24.565,0.004,23.354,0.003,28.589,0.003,103.786,0.015
2015-07-04,10:16:01,35.125,35.875,0,27.225,0.007,24.637,0.003,23.282,0.005,28.683,0.008,103.827,0.023
2015-07-04,10:26:00,35.125,35.812,0,27.122,0.005,24.701,0.005,23.234,0.005,28.815,0.003,103.872,0.018
2015-07-04,10:36:00,35.125,35.812,0,26.912,0.004,24.927,0.006,23.0,0.006,29.068,0.004,103.907,0.02
2015-07-04,10:46:00,35.187,35.375,0,26.644,0.006,25.194,0.004,22.749,0.004,29.36,0.0,103.94699999999999,0.014
2015-07-04,10:56:00,35.062,35.75,0,26.513,0.011,25.484,0.014,22.513,0.009,29.529,0.009,104.039,0.043
2015-07-04,11:06:01,35.062,35.75,0,26.36,0.005,25.446,0.006,22.514,0.006,29.721,0.004,104.041,0.021
2015-07-04,11:16:00,35.125,35.375,0,26.291,0.005,25.587,0.005,22.391,0.005,29.851,0.004,104.12,0.019
2015-07-04,11:26:00,35.062,35.5,0,26.314,0.003,25.599,0.005,22.39,0.004,29.832,0.008,104.13499999999999,0.02
2015-07-04,11:36:00,35.062,34.937,0,26.388,0.011,25.563,0.01,22.441,0.005,29.808,0.005,104.19999999999999,0.031
2015-07-04,11:46:00,35.062,34.75,0,26.402,0.003,25.509,0.005,22.52,0.005,29.833,0.005,104.264,0.018
2015-07-04,11:56:00,35.062,34.625,0,26.603,0.005,25.382,0.005,22.624,0.004,29.612,0.004,104.22099999999999,0.018
2015-07-04,12:06:00,35.062,34.812,0,26.66,0.004,25.298,0.004,22.721,0.003,29.605,0.005,104.284,0.016
2015-07-04,12:16:00,35.0,34.75,0,26.63,0.03,25.376,0.007,22.632,0.009,29.664,0.009,104.302,0.055
2015-07-04,12:26:00,35.062,34.687,0,26.608,0.007,25.401,0.005,22.62,0.004,29.723,0.004,104.352,0.02
2015-07-04,12:36:00,35.125,34.5,0,26.577,0.004,25.437,0.003,22.603,0.003,29.776,0.005,104.393,0.015
2015-07-04,12:46:00,35.062,34.375,0,26.598,0.005,25.416,0.003,22.621,0.003,29.771,0.005,104.40599999999999,0.016
2015-07-04,12:56:00,35.062,34.312,0,26.61,0.003,25.396,0.004,22.651,0.0,29.791,0.004,104.448,0.011
2015-07-04,13:06:00,35.062,34.187,0,26.671,0.006,25.34,0.003,22.701,0.005,29.74,0.005,104.45199999999998,0.019
2015-07-04,13:16:01,35.125,34.5,0,26.627,0.003,25.389,0.003,22.68,0.003,29.785,0.005,104.481,0.014
2015-07-04,13:26:00,35.125,34.5,0,26.701,0.005,25.389,0.003,22.665,0.005,29.721,0.008,104.476,0.021
2015-07-04,13:36:00,35.062,34.375,0,26.686,0.005,25.355,0.005,22.704,0.006,29.693,0.005,104.438,0.021
2015-07-04,13:46:00,35.125,34.375,0,26.657,0.003,25.36,0.006,22.714,0.005,29.714,0.004,104.445,0.018
2015-07-04,13:56:00,35.125,34.375,0,26.664,0.004,25.375,0.004,22.694,0.005,29.692,0.004,104.42500000000001,0.017
2015-07-04,14:06:00,35.062,34.312,0,26.688,0.003,25.385,0.004,22.704,0.005,29.706,0.005,104.483,0.017
2015-07-04,14:16:00,35.125,34.312,0,26.759,0.005,25.299,0.003,22.81,0.006,29.62,0.005,104.488,0.019
2015-07-04,14:26:00,35.062,34.312,0,26.8,0.005,25.269,0.004,22.857,0.004,29.577,0.004,104.503,0.017
2015-07-04,14:36:00,35.125,34.375,0,26.809,0.005,25.268,0.004,22.883,0.004,29.591,0.004,104.55099999999999,0.017
2015-07-04,14:46:00,35.062,34.375,0,26.793,0.003,25.3,0.0,22.875,0.003,29.595,0.003,104.563,0.009
2015-07-04,14:56:00,35.125,34.5,0,26.805,0.007,25.312,0.006,22.875,0.003,29.595,0.003,104.587,0.019
2015-07-04,15:06:00,35.062,34.125,0,26.862,0.005,25.296,0.005,22.933,0.006,29.56,0.005,104.65100000000001,0.021
2015-07-04,15:16:00,35.0,34.125,0,26.844,0.005,25.261,0.006,22.972,0.004,29.583,0.004,104.66,0.019
2015-07-04,15:26:00,35.0,34.125,0,26.865,0.006,25.273,0.006,22.993,0.0,29.573,0.004,104.70400000000001,0.016
2015-07-04,15:36:00,34.75,34.062,0,26.943,0.006,25.233,0.003,23.025,0.004,29.54,0.006,104.74099999999999,0.019
2015-07-04,15:46:00,34.812,33.75,0,26.954,0.004,25.271,0.0,23.015,0.004,29.535,0.003,104.775,0.011
2015-07-04,15:56:00,34.937,33.937,0,26.919,0.004,25.351,0.006,22.974,0.0,29.598,0.006,104.842,0.016
2015-07-04,16:06:00,35.0,34.0,0,26.956,0.007,25.321,0.004,23.008,0.005,29.582,0.004,104.86699999999999,0.02
2015-07-04,16:16:01,34.937,33.812,0,27.001,0.005,25.339,0.004,23.02,0.004,29.526,0.0,104.886,0.013
2015-07-04,16:26:00,35.0,33.625,0,26.965,0.005,25.39,0.004,22.988,0.005,29.593,0.003,104.936,0.017
2015-07-04,16:36:00,35.0,33.562,0,26.997,0.006,25.387,0.003,22.997,0.005,29.578,0.006,104.959,0.02
2015-07-04,16:46:00,35.0,33.562,0,27.005,0.005,25.39,0.006,23.01,0.004,29.572,0.004,104.977,0.019
2015-07-04,16:56:01,34.937,33.75,0,27.066,0.004,25.369,0.003,23.077,0.005,29.503,0.006,105.015,0.018
2015-07-04,17:06:00,35.0,33.5,0,27.153,0.006,25.31,0.0,23.152,0.004,29.437,0.005,105.05199999999999,0.015
2015-07-04,17:16:00,35.0,33.375,0,27.16,0.005,25.297,0.004,23.209,0.0,29.42,0.005,105.086,0.014
2015-07-04,17:26:00,34.937,32.937,0,27.232,0.004,25.282,0.004,23.255,0.004,29.374,0.006,105.14299999999999,0.018
2015-07-04,17:36:00,34.937,33.0,0,27.263,0.005,25.278,0.004,23.284,0.004,29.373,0.004,105.198,0.017
2015-07-04,17:46:00,34.875,33.0,0,27.29,0.004,25.295,0.005,23.299,0.004,29.367,0.004,105.251,0.017
2015-07-04,17:56:00,34.875,32.562,0,27.318,0.005,25.3,0.0,23.334,0.004,29.369,0.003,105.321,0.012
2015-07-04,18:06:00,34.875,32.312,0,27.419,0.005,25.195,0.004,23.492,0.004,29.328,0.004,105.43400000000001,0.017
2015-07-04,18:16:00,34.875,32.25,0,27.447,0.004,25.211,0.003,23.512,0.004,29.315,0.006,105.485,0.017
2015-07-04,18:26:00,34.875,31.937,0,27.458,0.005,25.252,0.005,23.52,0.004,29.35,0.003,105.57999999999998,0.017
2015-07-04,18:36:00,34.812,31.687,0,27.492,0.005,25.264,0.004,23.535,0.005,29.373,0.004,105.664,0.018
2015-07-04,18:46:00,34.687,31.75,0,27.541,0.005,25.259,0.004,23.605,0.005,29.369,0.005,105.774,0.019
2015-07-04,18:56:00,34.75,31.625,0,27.608,0.004,25.233,0.003,23.677,0.003,29.349,0.004,105.867,0.014
2015-07-04,19:06:01,34.75,31.437,0,27.63,0.007,25.266,0.005,23.707,0.0,29.377,0.004,105.98,0.016
2015-07-04,19:16:00,34.812,31.375,0,27.645,0.004,25.305,0.005,23.736,0.003,29.406,0.004,106.09200000000001,0.016
2015-07-04,19:26:00,34.75,30.687,0,27.643,0.004,25.356,0.006,23.741,0.005,29.474,0.004,106.21400000000001,0.019
2015-07-04,19:36:00,34.75,30.125,0,27.68,0.005,25.361,0.004,23.794,0.004,29.465,0.004,106.3,0.017
2015-07-04,19:46:00,34.687,29.625,0,27.707,0.005,25.366,0.004,23.832,0.004,29.429,0.0,106.334,0.013
2015-07-04,19:56:00,34.75,29.687,0,27.754,0.004,25.319,0.0,23.892,0.003,29.346,0.005,106.311,0.012
2015-07-04,20:06:00,34.687,29.812,0,27.85,0.006,25.223,0.005,23.99,0.003,29.235,0.004,106.298,0.018
2015-07-04,20:16:00,34.687,29.75,0,27.901,0.004,25.192,0.004,24.024,0.005,29.168,0.004,106.285,0.017
2015-07-04,20:26:00,34.687,29.375,0,27.816,0.007,25.275,0.005,23.939,0.004,29.244,0.003,106.274,0.019
2015-07-04,20:36:00,34.75,29.375,0,27.867,0.004,25.258,0.004,23.952,0.004,29.198,0.005,106.275,0.017
2015-07-04,20:46:00,34.812,29.125,0,27.823,0.004,25.313,0.004,23.916,0.004,29.234,0.003,106.286,0.015
2015-07-04,20:56:00,34.687,28.875,0,27.771,0.003,25.361,0.004,23.873,0.003,29.277,0.005,106.28200000000001,0.015
2015-07-04,21:06:00,34.625,28.687,0,27.768,0.005,25.363,0.005,23.875,0.003,29.275,0.004,106.281,0.017
2015-07-04,21:16:01,34.75,28.5,0,27.788,0.006,25.35,0.005,23.889,0.005,29.251,0.004,106.278,0.02
2015-07-04,21:26:00,34.687,27.937,0,27.833,0.004,25.328,0.003,23.922,0.003,29.201,0.004,106.28399999999999,0.014
2015-07-04,21:36:00,34.687,27.937,0,27.85,0.004,25.348,0.003,23.923,0.0,29.178,0.006,106.29899999999999,0.013
2015-07-04,21:46:00,34.687,28.312,0,27.877,0.004,25.314,0.005,23.934,0.004,29.143,0.004,106.268,0.017
2015-07-04,21:56:01,34.75,28.187,0,27.806,0.005,25.379,0.003,23.864,0.004,29.216,0.004,106.26500000000001,0.016
2015-07-04,22:06:00,34.75,27.812,0,27.799,0.004,25.419,0.004,23.838,0.004,29.223,0.005,106.27900000000001,0.017
2015-07-04,22:16:00,34.75,27.687,0,27.799,0.004,25.424,0.004,23.83,0.005,29.212,0.004,106.265,0.017
2015-07-04,22:26:00,34.812,26.875,0,27.79,0.003,25.418,0.003,23.83,0.005,29.219,0.005,106.257,0.016
2015-07-04,22:36:01,34.875,27.5,0,27.712,0.003,25.505,0.004,23.736,0.003,29.294,0.006,106.247,0.016
2015-07-04,22:46:00,34.875,27.75,0,27.672,0.006,25.554,0.004,23.674,0.005,29.329,0.004,106.22900000000001,0.019
2015-07-04,22:56:00,34.75,28.0,0,27.644,0.005,25.582,0.005,23.648,0.003,29.351,0.006,106.225,0.019
2015-07-04,23:06:00,34.812,28.0,0,27.676,0.004,25.564,0.003,23.659,0.0,29.304,0.004,106.203,0.011
2015-07-04,23:16:01,34.812,27.937,0,27.707,0.005,25.54,0.005,23.688,0.0,29.235,0.004,106.17,0.014
2015-07-04,23:26:00,34.812,27.75,0,27.634,0.003,25.611,0.003,23.605,0.005,29.328,0.004,106.17800000000001,0.015
2015-07-04,23:36:00,34.75,27.562,0,27.626,0.003,25.628,0.005,23.6,0.0,29.323,0.004,106.17700000000002,0.012
2015-07-04,23:46:00,34.75,27.125,0,27.703,0.003,25.564,0.005,23.683,0.005,29.245,0.004,106.195,0.017
2015-07-04,23:56:01,34.812,27.312,0,27.692,0.004,25.592,0.003,23.649,0.004,29.267,0.005,106.19999999999999,0.016
